ID,Loc,RAJ2000,DEJ2000,SNR,HRV,e_HRV,Teff,e_Teff,logg,e_logg,Vsini,[M/H],e_[M/H]
2M08445503+1116152,5115,131.229311,11.270899,108.35,-5.85391,0.031503,3978.024,80.923,4.72,0.1102,3.83584,-0.114659,0.01286
2M08441230+5112513,2102,131.051282,51.214256,148.31,-25.266399,0.01768,3698.404,67.14,4.7786,0.1144,3.56164,-0.079108,0.012135
2M08441370+5242270,2101,131.057089,52.707504,147.53,18.9573,0.02213,3936.332,72.756,4.7438,0.1102,7.47532,-0.068067,0.010917
2M08441370+5242270,2102,131.057089,52.707504,136.81,25.870501,0.040091,3966.963,74.526,4.855,0.1098,17.61976,-0.073484,0.011079
2M08442023+1130147,5115,131.084295,11.504097,40.867,35.382401,0.069585,3386.612,80.97,4.6637,0.1226,7.14908,-0.254739,0.025806
2M08442938+1213597,5115,131.122446,12.233274,91.614,30.062201,0.094248,3523.467,70.15,4.8895,0.1103,21.79214,0.076137,0.014323
2M08443313+1308595,5115,131.138073,13.149874,90.97,-32.271599,0.060995,3948.054,88.319,5.0658,0.1218,6.89668,-0.442849,0.018495
2M08444040+1123025,5115,131.168341,11.384028,87.576,-15.7781,0.029262,3532.121,76.948,4.5673,0.1212,4.48787,-0.250279,0.020055
2M08444149+1147439,5115,131.172912,11.795552,121.9,-13.5578,0.026706,3483.008,66.672,5.1095,0.1179,9.12494,-0.102599,0.01534
2M08444231+1115415,5115,131.176325,11.261542,122.94,8.85962,0.025224,3958.288,78.98,4.7084,0.1162,3.40275,-0.265869,0.01375
2M08444564+1215556,5115,131.190208,12.265455,133.88,2.45318,0.023268,3928.617,74.442,4.6392,0.1134,4.42313,-0.161299,0.012058
2M08445048+2817549,2473,131.210367,28.29859,141.55,18.671101,0.018465,3901.239,78.137,4.6917,0.1047,4.29171,0.079148,0.01162
2M08445048+2817549,2472,131.210367,28.29859,102.01,19.5203,0.029123,3907.737,77.969,4.7083,0.1048,5.36142,0.074504,0.011542
2M08450035+6734293,5625,131.251483,67.574829,43.228,-44.874401,0.067699,3906.282,96.236,4.8082,0.1219,4.05966,-0.459879,0.022348
2M08451116+5533181,2299,131.296514,55.555046,63.646,7.17024,0.058925,3856.313,84.54,4.7033,0.1073,5.8599,-0.006806,0.014506
2M08451782+1158383,5552,131.324276,11.977309,41.482,-39.822498,0.070781,3908.018,89.009,4.7396,0.1022,4.94459,0.112391,0.014016
2M08451782+1158383,4162,131.324276,11.977309,85.782,-40.459202,0.036321,3932.884,80.948,4.763,0.1055,4.93038,0.03598,0.012267
2M08452277+2601328,2472,131.344899,26.025785,307.83,-38.119598,0.010021,3871.709,64.842,4.8348,0.1165,6.1128,-0.182169,0.010269
2M08452456+7136540,5634,131.352336,71.615021,110.7,-15.7099,0.056393,3666.403,72.431,4.9074,0.1117,15.46322,-0.020606,0.013717
2M08453123+1129048,5115,131.380139,11.484669,81.074,41.965401,0.037846,3479.751,74.391,5.4155,0.1085,9.88052,0.120961,0.016118
2M08453663+1115525,5115,131.402634,11.264591,74.628,-51.809601,0.038428,3953.253,86.493,4.6216,0.1015,2.98827,0.125601,0.012733
2M08455300+1227558,4162,131.470862,12.465521,161.45,19.666901,0.019753,3986.029,72.954,4.8225,0.1057,5.63015,0.046615,0.0098012
2M08461853+2915343,2473,131.57721,29.259554,321.36,44.445702,0.009102,3736.673,63.827,4.7033,0.1276,5.27704,-0.415229,0.013111
2M08461904+0246149,2485,131.579359,2.770823,150.35,15.6446,0.018817,3668.188,65.094,4.8088,0.111,3.45494,0.033544,0.011131
2M08461972+0441310,2485,131.582188,4.691967,208.2,1.46343,0.019926,3936.19,66.624,4.833,0.1183,4.032,-0.258909,0.010576
2M08462574+2635338,2472,131.607283,26.592741,88.027,45.061298,0.044081,3748.226,82.844,4.829,0.1148,3.95176,-0.175539,0.017233
2M08462812+2932171,2473,131.617198,29.538103,141.82,-1.99794,0.020312,3792.08,79.502,4.8119,0.1156,5.55252,-0.197839,0.015626
2M08462937+2850383,2473,131.622403,28.843981,161.27,1.48688,0.015381,3526.656,68.441,4.7811,0.1153,5.32881,-0.054585,0.014819
2M08462980+2645574,2472,131.624199,26.765947,230.27,-32.8778,0.017193,3506.445,59.916,4.8844,0.1336,6.5441,-0.463709,0.015563
2M08463899+0311227,2485,131.662471,3.189652,123.3,28.229401,0.023763,3944.187,80.131,4.7799,0.1064,3.48121,0.007831,0.012141
2M08463990+1025207,5115,131.666274,10.422428,96.174,32.459099,0.024162,3497.031,70.784,4.9486,0.1103,6.06429,0.081675,0.014919
2M08465325+0356289,2485,131.721913,3.941363,151.29,47.2388,0.022442,3920.456,75.214,4.9264,0.1355,3.4209,-0.714249,0.017114
2M08470402+6827236,5625,131.766761,68.456558,83.859,-53.460201,0.035405,3894.041,82.514,4.7082,0.1121,2.59125,-0.147819,0.01462
2M08470713+0309560,2485,131.779717,3.165569,121.36,37.250301,0.022868,3533.512,71.583,4.6694,0.1218,6.07449,-0.243049,0.017713
2M08471114+7000150,5634,131.796439,70.004173,40.278,-18.578899,0.100299,3945.903,95.432,4.6545,0.1141,6.87432,-0.266219,0.01896
2M08471415+5125084,2102,131.808989,51.419018,115.19,-15.4639,0.030675,3941.366,78.843,4.7914,0.114,2.43989,-0.199869,0.013394
2M08471453+1240561,5115,131.810555,12.682272,173.67,28.5882,0.024345,3725.851,67.946,4.7422,0.1353,8.6866,-0.613549,0.016518
2M08471581+5211313,2101,131.815905,52.192047,100.15,41.147598,0.032196,3293.626,69.516,5.2993,0.1412,7.00164,-0.612979,0.027873
2M08471581+5211313,2102,131.815905,52.192047,128.98,41.134899,0.025024,3287.75,65.304,5.2682,0.1432,7.33027,-0.634579,0.025676
2M08471837+6827567,5625,131.826554,68.465767,48.48,-16.401199,0.053138,3774.912,86.442,4.8008,0.1134,4.57004,-0.158829,0.017812
2M08472647+0225367,2485,131.860318,2.426887,145.32,-13.7712,0.024696,3540.822,64.894,4.65,0.1226,6.0381,-0.233919,0.014882
2M08474443+2920164,2473,131.935158,29.337902,160.72,-8.04121,0.024061,3673.104,65.626,4.7315,0.1326,6.11026,-0.523569,0.015624
2M08474585+5031164,2102,131.941083,50.521229,93.734,10.1141,0.030346,3611.098,74.039,4.7384,0.1171,4.66487,-0.156169,0.016337
2M08475341+5031586,2102,131.972563,50.532959,110.18,-3.27115,0.032193,3990.349,79.017,4.7813,0.1091,2.82215,-0.080163,0.011987
2M08480064+2840419,2473,132.002705,28.678312,131.12,46.0471,0.017285,3643.609,76.957,4.6964,0.1215,5.03559,-0.294439,0.018254
2M08480200+5436336,2299,132.008374,54.609344,123.29,-17.672199,0.028329,3648.827,72.509,4.7589,0.1289,4.81848,-0.458609,0.018156
2M08481669+2801283,2473,132.069581,28.024534,86.351,13.5372,0.03369,3983.728,90.501,4.8578,0.1183,4.67864,-0.372069,0.017876
2M08481669+2801283,2472,132.069581,28.024534,78.89,12.2619,0.051222,3953.76,84.895,4.8465,0.116,4.38188,-0.281599,0.015684
2M08482787+3017305,2473,132.116134,30.291824,150.28,54.563301,0.020431,3467.909,61.979,5.0793,0.1201,4.93481,-0.130679,0.014081
2M08501918+1056436,4162,132.579937,10.945469,467.42,30.7293,0.010185,3346.434,56.874,5.2177,0.1347,16.66863,-0.418989,0.016751
2M08484565+5315580,2101,132.190239,53.266113,187.32,31.2442,0.016109,3905.782,64.719,4.7278,0.1119,2.9226,-0.066905,0.0092637
2M08485614+2624124,2472,132.233948,26.403448,85.73,48.853901,0.042593,3898.604,84.933,4.7812,0.1287,4.50433,-0.586709,0.01977
2M08485678+1124111,5115,132.236621,11.403096,88.217,-7.71397,0.032159,3896.047,83.523,4.7703,0.1175,2.66925,-0.297659,0.016261
2M08485678+1124111,5653,132.236621,11.403096,90.949,-8.3114,0.058385,3921.663,82.622,4.8203,0.1146,1.77231,-0.225519,0.014949
2M08485739+2719124,2420,132.239159,27.320112,200.95,10.9051,0.016808,3925.402,64.312,4.775,0.1076,2.71406,0.049588,0.0084071
2M08485811+1235051,5115,132.24214,12.584768,55.332,-39.418701,0.050682,3629.44,88.635,4.697,0.1478,7.15534,-0.943119,0.034354
2M08490225+0329470,2485,132.259401,3.496403,265.58,11.531,0.014124,3368.036,56.851,5.0482,0.1316,7.83538,-0.353549,0.015686
2M08490349+2702296,2420,132.264547,27.041557,81.572,-4.21315,0.03883,3530.036,81.116,4.7992,0.1454,8.54791,-0.830749,0.030989
2M08490632+6737096,5625,132.276372,67.619354,55.832,-4.15125,0.066226,3921.887,87.995,4.6858,0.1076,3.01099,-0.048305,0.014929
2M08490735+2843168,2473,132.280653,28.721342,152.45,1.54525,0.016787,3615.848,72.381,4.8736,0.115,4.99643,-0.09418,0.015096
2M08490846+5414522,2299,132.28529,54.247841,110.69,-27.371799,0.027531,3633.438,72.993,4.7316,0.1214,4.0664,-0.269389,0.016671
2M08490900+5604396,2299,132.287507,56.077686,146.43,8.05807,0.02959,3600.677,70.634,4.8465,0.143,6.65917,-0.756849,0.021871
2M08491548+5430425,2299,132.314501,54.511826,115.15,26.1768,0.02501,3468.812,68.099,4.9939,0.1202,6.33695,-0.163499,0.016736
2M08492205+2519453,2414,132.341907,25.329277,153.11,12.796,0.019606,3854.448,68.262,4.7129,0.1062,4.61764,0.095312,0.0096402
2M08493065+1045419,5115,132.377734,10.761662,48.061,60.730598,0.075323,3675.677,85.455,4.9144,0.117,6.21269,-0.221169,0.020061
2M08495304+1203599,5115,132.471008,12.066661,232.83,21.151199,0.016431,3856.319,65.979,4.9274,0.1247,5.84158,-0.392919,0.012141
2M08495304+1203599,5653,132.471008,12.066661,135.11,21.6485,0.032938,3854.915,75.369,4.8794,0.1251,4.59272,-0.444279,0.015581
2M08495368+1211092,5115,132.473679,12.185897,536.02,-3.79513,0.005444,3859.426,64.908,4.836,0.1184,4.13076,-0.226989,0.010685
2M08495368+1211092,5210,132.473679,12.185897,354.74,-4.10945,0.00771,3865.817,64.935,4.8531,0.1177,4.23233,-0.212749,0.010539
2M08495908+5317042,2101,132.496202,53.284504,224.91,6.75282,0.012429,3759.091,63.819,4.7791,0.1247,4.3435,-0.350159,0.012331
2M08495992+2759393,2473,132.499683,27.994251,125.37,35.289101,0.02897,3786.02,73.964,4.7641,0.1247,4.63554,-0.406969,0.015807
2M08495992+2759393,2420,132.499683,27.994251,98.314,36.2467,0.034289,3786.549,79.315,4.8152,0.1208,5.50491,-0.330459,0.016929
2M08500081+7149329,5634,132.503406,71.825813,55.207,-35.2859,0.085064,3603.572,84.862,4.9182,0.116,5.35402,-0.167249,0.020727
2M08500681+5217307,2102,132.528386,52.291882,225.77,39.130001,0.013048,3521.448,58.493,4.7998,0.1225,6.41402,-0.190089,0.012496
2M08500803+5359014,2299,132.533477,53.983742,62.004,19.717699,0.059507,3911.119,89.095,4.7347,0.1114,3.43732,-0.156649,0.016401
2M08501856+1126576,5552,132.577342,11.449353,132.51,0.138701,0.025544,3831.477,72.871,4.7218,0.1034,2.14427,0.164801,0.010526
2M08501856+1126576,4162,132.577342,11.449353,159.34,0.16399,0.012363,3817.481,61.5,4.7352,0.1051,1.86642,0.171721,0.008048
2M08501918+1056436,5653,132.579937,10.945469,126.31,36.928902,0.058751,3357.383,66.065,5.1623,0.1319,16.66096,-0.406099,0.020966
2M08503296+1208239,5115,132.637341,12.139984,147.0,12.1489,0.046977,3520.607,64.05,5.0491,0.1167,11.09175,-0.069833,0.013507
2M08504018+2718195,2420,132.667423,27.305441,129.68,12.2401,0.031571,3874.102,72.696,4.7462,0.1094,10.08324,-0.022909,0.011247
2M08503641+2652447,2472,132.651742,26.879103,64.418,-108.169998,0.031554,3802.452,95.394,5.1908,0.1407,3.75249,-0.868559,0.030996
2M08503641+2652447,2420,132.651742,26.879103,56.704,-108.233002,0.054521,3816.877,95.047,5.108,0.148,5.25073,-1.030549,0.03343
2M08503940+1202338,5115,132.66417,12.042726,279.73,-38.9702,0.011563,3654.459,62.622,4.8257,0.1311,5.75851,-0.466369,0.014263
2M08504018+2718195,2472,132.667423,27.305441,97.445,12.8076,0.039217,3865.684,78.553,4.6958,0.1099,12.50259,-0.059934,0.013154
2M08504508+5231263,2102,132.687872,52.523991,218.53,-12.8086,0.015981,3395.296,59.251,5.4031,0.1448,7.12935,-0.673079,0.019686
2M08504814+0446408,2485,132.700604,4.778022,376.3,-9.75326,0.014379,3899.188,66.493,4.911,0.1222,9.23379,-0.345399,0.01148
2M08505062+5253462,2102,132.710924,52.896179,198.2,3.49247,0.019219,3284.348,55.649,5.2369,0.1344,12.99272,-0.386579,0.01709
2M08505345+2431352,2414,132.722713,24.526463,211.87,-17.292999,0.014804,3885.843,65.565,4.8594,0.1187,3.36217,-0.248449,0.010729
2M08505410+6702363,5625,132.72545,67.043442,34.075,-5.88803,0.079261,3967.363,95.665,4.6895,0.1107,4.16677,-0.178739,0.017732
2M08505862+1229517,5115,132.744264,12.497714,109.99,14.256,0.031132,3914.414,82.628,4.7149,0.133,6.6799,-0.685209,0.019734
2M08511278+2538596,2414,132.803266,25.649895,460.73,28.9863,0.007426,3997.808,66.175,4.7305,0.1089,6.91528,-0.01838,0.0085895
2M08512236+2738264,2420,132.843184,27.640667,109.23,34.909199,0.029673,3562.634,70.7,4.7281,0.1182,6.2418,-0.154659,0.015947
2M08512239+1200182,5115,132.843331,12.00507,47.569,3.25613,0.067488,3696.92,91.858,4.7139,0.143,6.91099,-0.872489,0.032516
2M08513177+1205496,4162,132.882389,12.097116,168.99,39.416199,0.021319,3980.163,68.827,4.6953,0.1132,6.4087,-0.145989,0.01003
2M08513870+2853266,2473,132.911267,28.890741,198.54,45.705502,0.013454,3854.53,64.03,4.7482,0.1142,3.65334,-0.110119,0.0097991
2M08513889+5244067,2102,132.912058,52.735214,96.873,22.7201,0.06819,3996.984,82.061,4.711,0.1084,30.15783,-0.073966,0.012632
2M08514091+1117126,5653,132.920466,11.28684,83.624,-8.61123,0.032373,3682.391,77.782,4.9117,0.1142,3.48265,-0.116239,0.016047
2M08515491+1129302,5552,132.978814,11.491743,83.495,-13.98,0.038101,3999.112,86.461,4.6514,0.1108,5.89223,-0.158829,0.014435
2M08515686+2553218,2414,132.986929,25.889397,267.42,22.3473,0.011882,3544.341,59.265,4.9963,0.1244,6.53898,-0.250729,0.012906
2M08520035+2439234,2414,133.001499,24.656502,245.5,30.4389,0.012278,3510.006,58.688,5.0919,0.1252,7.95719,-0.254589,0.013225
2M08520586+5154021,2102,133.02443,51.900585,187.65,9.33228,0.016866,3876.958,62.804,4.7766,0.1054,1.83012,0.139511,0.0080221
2M08520669+2958388,2473,133.027887,29.977472,283.51,-16.700199,0.012588,3866.488,64.439,4.7855,0.115,3.27115,-0.137219,0.0099476
2M08520690+2935037,2473,133.028762,29.584366,193.33,40.083401,0.015543,3759.857,62.81,4.7561,0.1188,3.90841,-0.194979,0.010951
2M08521346+5816188,2284,133.056103,58.271908,174.18,-32.735199,0.023132,3967.764,70.463,4.7842,0.1132,4.84473,-0.150689,0.010569
2M08521785+2942172,2473,133.074396,29.704792,149.89,22.283501,0.023757,3509.599,63.871,4.9396,0.1233,6.72156,-0.235719,0.015027
2M08522323+1059387,5653,133.096817,10.994102,76.031,-6.62963,0.039494,3778.152,81.05,4.8316,0.1105,4.37784,-0.059177,0.015063
2M08522411+1309001,5552,133.100491,13.150044,107.23,-3.78137,0.032118,3970.984,78.563,4.6828,0.104,4.23799,0.075733,0.011024
2M08522411+1309001,4162,133.100491,13.150044,131.88,-4.01816,0.02539,3965.409,74.617,4.7129,0.1034,4.35041,0.112591,0.0099649
2M08524084+2818589,2473,133.170194,28.316368,804.39,27.7868,0.003563,3461.284,56.852,5.0184,0.1196,6.09846,-0.087992,0.012006
2M08524084+2818589,2420,133.170194,28.316368,668.38,28.2945,0.004362,3471.823,57.411,5.0789,0.1218,4.53921,-0.152069,0.012526
2M08524084+2818589,1,133.170197,28.316366,30.507,27.9242,0.102454,3445.664,81.204,5.0007,0.1139,7.91079,-0.047758,0.02139
2M08524222+5826045,2284,133.17592,58.434589,106.06,-20.2342,0.029393,3787.79,84.692,4.8939,0.1166,5.04882,-0.242539,0.017871
2M08524676+6951030,5634,133.194839,69.850845,39.481,-39.034698,0.106921,3720.052,87.552,4.764,0.1115,6.63881,-0.094279,0.018497
2M08524975+5103329,2102,133.207296,51.059143,118.28,-30.146601,0.040408,3720.879,77.507,5.517,0.1421,6.14115,-0.806029,0.023088
2M08525209+0427144,2485,133.217052,4.454005,92.587,12.3514,0.041566,3766.556,78.945,4.7538,0.1198,8.52197,-0.297879,0.01681
2M08525248+2554351,2420,133.218671,25.90976,231.38,-14.8004,0.01192,3678.183,60.143,4.8211,0.1134,3.78451,-0.010791,0.0099362
2M08525248+2554351,2414,133.218671,25.90976,278.48,-14.304,0.010393,3687.331,60.284,4.8629,0.1131,2.71225,-0.007228,0.0098598
2M08525582+1056409,5653,133.232605,10.944713,153.85,18.903,0.019189,3829.133,70.357,4.8419,0.1219,4.15662,-0.334769,0.013378
2M08530174+1210477,4162,133.257262,12.179941,149.3,-25.851601,0.022731,3999.823,71.35,4.6806,0.1058,4.45656,0.046762,0.0093353
2M08530184+0313547,2485,133.25769,3.23188,100.51,48.161499,0.027918,3983.303,91.689,5.301,0.1244,7.08794,-0.532899,0.02008
2M08530248+1052154,5653,133.260352,10.870952,169.82,10.6735,0.017244,3532.141,62.241,4.8543,0.1287,6.092,-0.367709,0.015199
2M08530446+5155427,2102,133.268585,51.928543,73.355,-14.054,0.052722,3875.657,93.175,4.9727,0.1529,1.61734,-1.142349,0.03264
2M08532228+5119163,2102,133.342874,51.321217,109.81,21.0501,0.028968,3716.965,74.634,4.8169,0.1197,3.62385,-0.260659,0.015768
2M08532925+5714312,2284,133.371904,57.242001,79.227,-60.623402,0.031588,3496.591,77.154,4.6757,0.1339,6.99133,-0.548999,0.025052
2M08534116+6940018,5634,133.421527,69.667191,33.907,-19.02,0.0616,3893.396,92.659,4.6584,0.1057,1.66855,-0.001734,0.016229
2M08534116+6940018,5625,133.421527,69.667191,45.64,-19.057199,0.076604,3854.989,87.187,4.7829,0.1016,2.88975,0.152831,0.013903
2M08534213+5853052,2284,133.42556,58.884792,125.45,71.840897,0.122791,3783.059,84.292,5.1005,0.1234,84.33347,-0.414899,0.019729
2M08534951+6831496,5625,133.456318,68.530449,59.033,-49.7356,0.044982,3742.184,86.77,4.5805,0.1266,4.65929,-0.490339,0.022538
2M08535174+0318422,4535,133.465598,3.311747,132.26,47.424999,0.010652,3694.402,69.085,4.9234,0.1179,3.86403,-0.181999,0.013572
2M08540336+6955020,5634,133.514032,69.917236,60.117,-35.2682,0.049077,3642.42,88.518,4.7122,0.1392,6.26412,-0.760199,0.030319
2M08540614+1203247,5552,133.525623,12.056871,68.067,36.431301,0.052587,3932.066,85.557,4.6758,0.1081,5.01257,-0.059503,0.014218
2M08540614+1203247,4162,133.525623,12.056871,105.15,36.784801,0.029182,3942.204,78.22,4.6819,0.1097,5.06547,-0.076768,0.012288
2M08541633+5624073,2296,133.568078,56.402046,69.661,37.554901,0.047786,3723.157,81.822,4.7563,0.115,5.33556,-0.169239,0.017254
2M08542564+2552344,2414,133.606855,25.876242,133.13,21.592699,0.024988,3975.984,75.03,4.8131,0.1076,7.35495,-0.015491,0.010739
2M08543748+5748449,2284,133.65618,57.812489,285.62,-11.628,0.025951,3958.499,67.198,4.8993,0.1187,17.72964,-0.277829,0.010627
2M08550149+2442448,2414,133.756245,24.712456,130.57,-25.800699,0.024658,3925.052,72.604,4.662,0.103,1.94411,0.146671,0.0096875
2M08550851+2835355,2420,133.785469,28.593195,91.256,-18.780399,0.034721,3948.051,82.847,4.7178,0.1126,3.48562,-0.178449,0.014256
2M08551351+2628139,2420,133.806296,26.470554,107.03,-54.520401,0.038989,3901.953,82.993,5.0786,0.1337,8.8828,-0.697799,0.020261
2M08552569+5108151,2102,133.857048,51.137531,59.301,-19.0819,0.079944,3471.487,82.053,4.7499,0.1429,7.54971,-0.761759,0.03238
2M08552886+5239258,2102,133.870274,52.657173,143.09,4.08874,0.023816,3773.718,67.943,4.7647,0.1075,3.24407,0.084319,0.010412
2M08553937+5647188,2284,133.91408,56.788578,40.932,-30.4858,0.050097,3996.002,98.64,4.799,0.116,7.90133,-0.343399,0.020017
2M08553942+1112568,5552,133.914253,11.215782,64.171,2.59476,0.04811,3968.399,87.504,4.5987,0.1005,3.29428,0.147911,0.012635
2M08560535+5553358,2296,134.022325,55.89328,61.62,-28.1476,0.054716,3924.492,90.552,4.9284,0.1201,3.09094,-0.401639,0.019217
2M08560763+4104348,2157,134.0318,41.076355,55.042,16.952801,0.062973,3384.639,81.276,4.3218,0.1463,8.43995,-0.802759,0.036154
2M08562421+5505221,2296,134.10088,55.089497,112.63,0.740294,0.029867,3615.332,71.805,5.1013,0.1155,7.2297,-0.105489,0.015008
2M08562557+5641120,2284,134.106563,56.686676,42.952,-38.762299,0.191732,3719.655,89.71,4.8726,0.1173,28.53645,-0.258079,0.021221
2M08563263+5107414,2102,134.135988,51.12817,97.265,-25.1656,0.034107,3556.196,72.168,4.7815,0.1183,7.85525,-0.160789,0.01667
2M08565920+5201091,2102,134.246695,52.019218,86.52,23.738001,0.035557,3572.551,74.78,4.7464,0.1183,4.62573,-0.178459,0.017541
2M08565944+5152351,2102,134.247676,51.876419,95.574,-16.063601,0.034206,3843.99,81.027,4.8324,0.1196,1.99885,-0.326749,0.016539
2M08572155+4007151,2157,134.339825,40.12088,118.15,36.466301,0.022325,3773.135,73.746,4.6432,0.1096,4.20194,-0.0003,0.012525
2M08572441+5546071,2296,134.351732,55.768642,198.4,-5.91714,0.015233,3768.575,61.371,4.7912,0.1098,4.93174,0.052574,0.0090271
2M08572988+5630445,2296,134.374541,56.512379,115.24,83.434303,0.029058,3594.749,74.271,4.7492,0.1352,6.75507,-0.597129,0.021729
2M08573895+5622244,2284,134.412292,56.373459,140.52,3.16339,0.033517,3980.05,74.81,4.809,0.1151,2.56809,-0.225219,0.012046
2M08574210+5522001,2296,134.425435,55.366699,247.08,-78.271599,0.012522,3902.45,66.341,4.8758,0.1209,3.48988,-0.314099,0.011194
2M08574886+2834375,2420,134.453601,28.577101,202.13,-30.0014,0.014012,3677.403,60.558,4.8991,0.1159,4.44232,-0.079081,0.010473
2M08581263+2608136,2420,134.55264,26.137115,149.75,28.150101,0.021741,3985.88,71.461,4.7416,0.1046,1.84421,0.085204,0.0092639
2M08581361+2611416,2420,134.556736,26.194906,260.31,38.424198,0.017601,3966.153,65.436,4.7447,0.1087,16.06571,-0.000728,0.0085851
2M08583125+4015535,2157,134.63021,40.264881,153.44,-22.7936,0.020838,3438.675,61.454,5.0065,0.1188,6.33753,-0.085439,0.013974
2M08583671+2711068,2420,134.652981,27.185232,109.1,-28.355801,0.02726,3437.746,68.888,5.1062,0.119,6.5435,-0.126869,0.017288
2M08583973+4036492,2157,134.665553,40.613678,148.2,-11.231,0.021177,3481.391,66.128,4.8102,0.1299,6.40486,-0.399279,0.018105
2M08584396+3727389,4206,134.68318,37.460819,97.202,3.34719,0.038349,3623.53,76.152,4.7545,0.1299,6.67975,-0.491429,0.020608
2M08584410+2744390,2420,134.68377,27.744194,312.3,34.040901,0.009063,3591.395,58.247,4.8217,0.1126,3.58385,0.049768,0.0099659
2M08584641+6911245,5625,134.693378,69.190147,37.655,-3.86019,0.059581,3776.935,88.788,4.8515,0.1126,5.94278,-0.147669,0.018451
2M08585232+2104344,2110,134.718,21.076244,185.9,15.2596,0.022614,3559.791,61.046,5.0622,0.129,6.79047,-0.378219,0.014372
